ESF;UC;centroid (lat);centroid (long);distance (km)
estadual;ESTAÇÃO ECOLÓGICA SERRA DOS TRæS IRMÌOS;-9,12096701;-64,77510063;27,38485289
estadual;REFÚGIO DE VIDA SILVESTRE MATAS DO SISTEMA GURJAÚ;-8,2138544;-35,06364083;4,34712553
estadual;ESTAÇÃO ECOLÓGICA DE ASSIS;-22,58989101;-50,38102085;4,580627295
estadual;PARQUE ESTADUAL RIO NEGRO SETOR SUL;-2,6861718;-60,40075234;42,68714201
estadual;RESERVA BIOLÔGICA DA SERRA GERAL;-29,592994;-50,18446586;7,279493912
estadual;PARQUE ESTADUAL BIRIBIRI;-18,13788534;-43,58233801;11,16227486
estadual;PARQUE ESTADUAL  DA ILHA DO CARDOSO;-25,13424054;-47,96768428;22,37118334
estadual;PARQUE ESTADUAL DE ITAòNAS;-18,43518398;-39,72445639;15,1214112
estadual;PARQUE ESTADUAL  DE ILHABELA;-23,85038458;-45,31742247;33,32995431
estadual;PARQUE ESTADUAL ENCONTRO DAS çGUAS;-17,12103091;-56,6620392;35,06523282
estadual;PARQUE ESTADUAL SERRA DO INTENDENTE;-19,04254605;-43,6005973;14,03727518
estadual;ESTAÇÃO ECOLÓGICA DE çGUAS EMENDADAS;-15,56103917;-47,6111132;11,10495807
estadual;REFòGIO ESTADUAL DE VIDA SILVESTRE LIBÉLULAS DA SERRA DE SÌO JOSÉ;-21,0809457;-44,15427976;7,576511366
estadual;PARQUE ESTADUAL DA SERRA DOURADA;-16,06370116;-50,25194206;25,03015218
estadual;PARQUE ESTADUAL SERRA DO PAPAGAIO;-22,16948299;-44,73475542;18,7357603
estadual;ESTAÇÃO ECOLÓGICA DE BAURU;-22,2339813;-49,08391816;1,689605822
estadual;PARQUE ESTADUAL DO XINGU;-9,8414562;-52,59222106;30,27798476
estadual;PARQUE ESTADUAL DE CAMPOS DO JORDÌO;-22,67327249;-45,45805262;9,814092443
estadual;PARQUE ESTADUAL DO DESENGANO;-21,85623478;-41,81629746;22,24647182
estadual;PARQUE ESTADUAL DO PAPAGAIO-CHARÃO;-27,90801276;-52,82981799;3,582544598
estadual;ESTAÇÃO ECOLÓGICA MAR DE ESPANHA;-21,85150185;-42,99859524;1,028813422
estadual;PARQUE ESTADUAL SERRA DOS REIS;-12,27624859;-63,92788619;22,0944663
estadual;PARQUE ESTADUAL DO RIO DOCE;-19,68061028;-42,55139957;21,30790371
estadual;ESTAÇÃO ECOLÓGICA DE ITAPEVA;-24,07861779;-49,07515868;0,945661064
estadual;PARQUE ESTADUAL DA CANTAREIRA;-23,39890656;-46,581436;13,08562412
estadual;MONUMENTO NATURAL ESTADUAL PETER LUND;-19,12426209;-44,35174643;1,110888533
estadual;PARQUE ESTADUAL DO MATUPIRI;-5,17119588;-61,23896737;61,37452619
estadual;REFÚGIO DE VIDA SILVESTRE MATA DO JUNCO;-10,55004086;-37,03986522;5,666694401
estadual;PARQUE ESTADUAL DA COSTA DO SOL;-22,89652037;-42,18297046;43,30174105
estadual;PARQUE ESTADUAL DA SERRA DE CALDAS NOVAS;-17,7940872;-48,70026059;8,164096676
estadual;PARQUE ESTADUAL DE VASSUNUNGA;-21,6661786;-47,62024569;9,010176389
estadual;MONUMENTO NATURAL ESTADUAL VARGEM DA PEDRA;-19,54409941;-44,02324793;0,228666953
estadual;RESERVA BIOLÓGICA ESTADUAL DE GUARATIBA;-23,02160904;-43,58503459;4,85602389
estadual;PARQUE ESTADUAL FRITZ PLAUMANN;-27,29718298;-52,12666336;3,980925943
estadual;MONUMENTO NATURAL ESTADUAL LAPA VERMELHA;-19,61426351;-43,99511141;0,652850345
estadual;ESTAÇÃO ECOLÓGICA DE MAR’LIA;-21,99316187;-49,92466751;4,881658822
estadual;PARQUE ESTADUAL DA PEDRA SELADA;-22,34987046;-44,49330065;16,32769506
estadual;REFUGIO DE VIDA SILVESTRE DA SERRA DOS MONTES ALTOS;-14,44171282;-42,97662995;29,22596313
estadual;PARQUE ESTADUAL RIO NEGRO SETOR NORTE;-2,16076794;-61,41888787;31,62125696
estadual;PARQUE ESTADUAL DO PANTANAL DO RIO NEGRO;-19,61384398;-56,68991493;32,1665418
estadual;PARQUE ESTADUAL MATA DO PAU FERRO;-6,96357687;-35,75323476;0,204471459
estadual;ESTAÇÃO ECOLÓGICA DE çGUA LIMPA;-21,37243382;-42,71653081;0,85899
estadual;PARQUE ESTADUAL GRÌO MOGOL;-16,44253659;-42,85292587;25,36747128
estadual;ESTAÇÃO ECOLÓGICA DO TRIPUÊ;-20,3818314;-43,54563288;1,631253538
estadual;MONUMENTO NATURAL MORRO DE SANTO ANTÔNIO;-15,76633256;-56,09539498;1,134488888
estadual;PARQUE ESTADUAL DO RIO PEIXE;-21,61286095;-51,71264768;11,53877358
estadual;REFÚGIO DE VIDA SILVESTRE BANHADO DOS PACHECOS;-30,10340825;-50,87189451;5,953518378
estadual;REFÚGIO DE VIDA SILVESTRE MATA DO CONTRA-AÇUDE;-8,23004479;-35,02159737;1,15721952
estadual;PARQUE ESTADUAL DO IBITIRIÁ;-28,31292864;-50,74029566;2,082978023
estadual;PARQUE ESTADUAL SETE SALÍES;-19,28933412;-41,3607413;15,25626424
estadual;PARQUE ESTADUAL DA SERRA DO CABRAL;-17,84004352;-44,23143335;21,29811117
estadual;PARQUE ESTADUAL PICO DO JABRE;-7,2537037;-37,38731481;1,524027301
estadual;RESERVA BIOLÔGICA ESTADUAL MATA PALUDOSA;-29,50987096;-50,11450786;1,897698284
estadual;MONUMENTO NATURAL DO CONJUNTO ESPELEOLÔGICO DO MORRO DA PEDREIRA;-15,51183723;-47,95339442;0,797679344
estadual;PARQUE ESTADUAL TURÊSTICO DO ALTO DO RIBEIRA;-24,45551618;-48,60042572;24,15954809
estadual;ESTAÇÃO ECOLÓGICA DE ANGATUBA;-23,41177352;-48,34650424;4,111985419
estadual;PARQUE ESTADUAL ALBERTO L_FGREN;-23,46175496;-46,63903714;1,049809009
estadual;PARQUE ESTADUAL SERRA AZUL;-15,81888788;-52,22235248;10,26130009
estadual;PARQUE ESTADUAL DAS NASCENTES DO RIO TAQUARI;-18,11086518;-53,33303511;19,29539135
estadual;MONUMENTO NATURAL ESTADUAL DE ITATIAIA;-20,47188419;-43,59102671;5,473796482
estadual;PARQUE ESTADUAL DA LAGOA DO AÇU;-21,98732593;-41,0379963;10,44241706
estadual;REFÚGIO DE VIDA SILVESTRE METRÔPOLE DA AMAZÔNIA;-1,43577338;-48,28661474;9,300556981
estadual;ESTAÇÃO ECOLÓGICA DE SANTA BÁRBARA;-22,81112978;-49,22286491;5,230640836
estadual;PARQUE ESTADUAL SUCUNDURI;-8,2666114;-58,767117;99,21388643
estadual;PARQUE ESTADUAL DA LAPA GRANDE;-16,72411798;-43,95619114;7,916196615
estadual;PARQUE ESTADUAL VALE DO CÔDO;-24,32697866;-49,69196051;7,764152013
estadual;PARQUE ESTADUAL DAS FONTES DO IPIRANGA;-23,64514576;-46,62864818;0,788778281
estadual;PARQUE ESTADUAL DO AGUAPEÊ;-21,21938127;-51,48762458;18,12774056
estadual;PARQUE ESTADUAL DE CORUMBIARA;-13,13870782;-61,78200605;67,13384987
estadual;PARQUE ESTADUAL VEREDAS DO PERUAÇU;-15,01956587;-44,62870255;15,84547984
estadual;PARQUE ESTADUAL RESTINGA DE BERTIOGA;-23,75669872;-45,9789529;21,09391575
estadual;PARQUE ESTADUAL SERRA SANTA BARBARA;-15,8931979;-59,39996701;44,37354768
estadual;ESTAÇÃO ECOLÓGICA DE SAGARANA;-16,20103593;-46,16399459;7,738013492
estadual;ESTAÇÃO ECOLÓGICA DO NOROESTE PAULISTA;-20,84384588;-49,44118044;1,37334138
estadual;ESTAÇÃO ECOLÓGICA DE ITIRAPINA;-22,22313585;-47,89776013;4,456383536
estadual;PARQUE ESTADUAL CERCA GRANDE;-19,52589582;-44,0029763;1,09140959
estadual;ESTAÇÃO ECOLÓGICA DE SANTA MARIA;-21,38849617;-47,61433391;3,837763698
estadual;PARQUE ESTADUAL DAS TRILHAS DOS CINCO RIOS;-7,19099477;-34,80909972;0,422829966
estadual;MONUMENTO NATURAL DAS FALÉSIAS DE BEBERIBE;-4,16246576;-38,10050898;1,393601179
estadual;RESERVA BIOLÓGICA MORRO DOS SEIS LAGOS;0,32324385;-66,69879139;13,37788656
estadual;PARQUE ESTADUAL DO PODOCARPUS;-30,75062771;-52,83956992;14,66041186
estadual;PARQUE ESTADUAL DO UTINGA;-1,41770228;-48,41788103;3,174073016
estadual;ESTAÇÃO ECOLÓGICA DO RIO ROOSEVELT;-8,97916439;-60,87708052;26,51848599
estadual;REFÚGIO DE VIDA SILVESTRE MATA SERRA DO COTOVELO;-8,24590454;-35,20646785;1,51550549
estadual;MONUMENTO NATURAL EXPERIÇNCIA DA JAGUARA;-19,49654774;-44,00851753;0,44981324
estadual;PARQUE ESTADUAL DO ARAGUAIA;-13,05951663;-50,57111093;10,44385677
estadual;PARQUE ESTADUAL ALTO DO CARIRI;-16,32440593;-40,00486354;9,365895018
estadual;ESTAÇÃO ECOLÓGICA IBICATU;-22,78050755;-47,82047326;0,840987074
estadual;REFòGIO DE VIDA SILVESTRE DOS MORROS DO CARAUNÌ E DO PADRE;-9,33637493;-37,87859924;3,953263329
estadual;PARQUE ESTADUAL DA MATA ATLåNTICA;-18,21530478;-48,77096439;3,001381246
estadual;ESTAÇÃO ECOLÓGICA CHAòAS;-24,75166407;-47,67579597;6,017809077
estadual;MONUMENTO NATURAL ESTADUAL SERRA DA MOEDA;-20,32040248;-43,94681715;9,421085745
estadual;MONUMENTO NATURAL ESTADUAL DA PEDRA DO BAÚ;-22,67351576;-45,64585458;6,272465902
estadual;PARQUE ESTADUAL CHANDLESS;-9,94210476;-70,2901287;86,8009342
estadual;PARQUE ESTADUAL ACARAI;-26,30081245;-48,56106818;11,45386913
estadual;ESTAÇ˜AO ECOLÓGICA DO PAU BRASIL;-6,60444444;-35,13416667;0,043536918
estadual;RESERVA BIOLÓGICA DO GAMA;-16,04281892;-48,08255837;2,969927914
estadual;RESERVA BIOLÓGICA CULUENE;-13,82239775;-53,29310634;5,574316513
estadual;PARQUE ESTADUAL SERRA DO ROLA MOÇA;-20,04255839;-44,00906289;6,316720293
estadual;PARQUE ESTADUAL DAS SETE PASSAGENS;-11,38393356;-40,52288746;6,526194133
estadual;PARQUE ESTADUAL DA SERRA DOS MARTÊRIOS/ANDORINHAS;-6,20717768;-48,51036317;23,56240976
estadual;PARQUE ESTADUAL DO JALAPÃO;-10,37646422;-46,6880403;34,50555014
estadual;PARQUE ESTADUAL DO CANTÃO;-9,62535832;-50,06339814;49,48039006
estadual;PARQUE ESTADUAL DE ESPIGÃO ALTO;-27,61645946;-51,51447694;3,688842004
estadual;ESTAÇÃO ECOLÓGICA DE RIBEIRÌO PRETO;-21,21942831;-47,84774183;1,257205249
estadual;ESTAÇÃO ECOLÓGICA DO RIO RONURO;-12,90725012;-54,48512688;24,42975891
estadual;PARQUE ESTADUAL DE PARACATU;-17,09784981;-47,05371375;7,408401464
estadual;PARQUE ESTADUAL MARINHO DA PEDRA DA RISCA DO MEIO;-3,59166667;-38,40555556;4,827101531
estadual;REFÚGIO DE VIDA SILVESTRE MATA DA USINA SÃO JOS_;-7,83508863;-35,00142081;1,734195112
estadual;RESERVA BIOLÓGICA TRAÇADAL;-11,41415695;-64,84666441;16,78237548
estadual;REFÚGIO DE VIDA SILVESTRE SERRA DO CUMARU;-8,20385878;-35,17502197;2,237240778
estadual;PARQUE ESTADUAL DO ARATU;-7,18074074;-34,79907407;0,424008951
estadual;ESTAÇÃO ECOLÓGICA FERNANDES PINHEIRO;-25,42135447;-50,5863623;2,217313726
estadual;REFÚGIO DE VIDA SILVESTRE MATA DE MIRITIBA;-7,83847338;-35,11584768;1,320984533
estadual;PARQUE ESTADUAL CHARAPUCU;-0,37126011;-50,51916001;22,56223431
estadual;PARQUE ESTADUAL MARINHO DE AREIA VERMELHA;-7,00935185;-34,81481481;0,301363651
estadual;PARQUE ESTADUAL MÌE BONIFçCIA;-15,57936914;-56,1044962;0,628079053
estadual;PARQUE ESTADUAL DO LAJEADO;-10,10623636;-48,23237083;11,95227786
estadual;PARQUE ESTADUAL DE MONTEZUMA;-15,17698192;-42,47721999;3,919290534
estadual;ESTAÇÃO ECOLÓGICA  DE ARæDES;-20,2759634;-43,90924964;4,035851119
estadual;PARQUE ESTADUAL DOS MANANCIAIS DE CAMPOS DO JORDÌO;-22,76738927;-45,56320943;1,966352855
estadual;ESTAÇÃO ECOLÓGICA MATA DOS AUSENTES;-17,97405718;-43,1462814;3,570093751
estadual;PARQUE ESTADUAL MARINHO DO PARCEL DE MANUEL LU’S;-0,87373738;-44,25606061;15,83773968
estadual;RESERVA BIOLÓGICA DE MAICURU;0,89730771;-54,14415016;145,0747079
estadual;ESTAÇÃO ECOLÓGICA DE ACAUÌ;-17,15334233;-42,76558184;11,81173426
estadual;PARQUE ESTADUAL QUARTA COLÔNIA;-29,43138778;-53,25303241;8,111435241
estadual;REFÚGIO DE VIDA SILVESTRE MATA DE BOM JARDIM;-8,22105104;-35,09371695;1,554613413
estadual;PARQUE ESTADUAL PICO DO ITAMBÉ;-18,42463919;-43,33963692;8,299648779
estadual;PARQUE ESTADUAL DA SERRA DO MAR;-23,74564209;-46,00835285;141,1054431
estadual;PARQUE ESTADUAL DO MORRO DO CHAPÉU;-11,40106621;-41,28756924;21,03235151
estadual;PARQUE ESTADUAL DO GUIRç;-17,29654645;-57,90340102;36,45418479
estadual;PARQUE ESTADUAL INTERVALES;-24,33426838;-48,33015015;30,74340555
estadual;PARQUE ESTADUAL DAS ARAUCçRIAS;-26,46092718;-52,57787276;2,691589398
estadual;PARQUE ESTADUAL DAS VçRZEAS DO RIO IVINHEMA;-22,86416898;-53,62738184;43,32296303
estadual;PARQUE ESTADUAL PAU FURADO;-18,7846007;-48,16208544;6,204439588
estadual;ESTAÇÃO ECOLÓGICA DE XITUÉ;-24,28345166;-48,3315612;6,454555158
estadual;PARQUE ESTADUAL XIXOVç-JAPUÊ;-24,00465602;-46,38983887;3,579356377
estadual;PARQUE ESTADUAL CRISTALINO;-9,50391926;-55,73262911;39,02267867
estadual;PARQUE ESTADUAL DE PORTO FERREIRA;-21,85002332;-47,42992497;3,551159641
estadual;REFòGIO DE VIDA SILVESTRE CORIXÌO DA MATA AZUL;-12,81101572;-50,73807548;23,86753134
estadual;PARQUE ESTADUAL DO TAINHAS;-29,07782615;-50,37125142;9,981488219
estadual;ESTAÇÃO ECOLÓGICA DE MOGI-GUAÇU;-22,27923425;-47,17402815;3,223597966
estadual;PARQUE ESTADUAL DO POETA E REPENTISTA JUVENAL DE OLIVEIRA;-7,22111111;-35,84138889;0,40045319
estadual;PARQUE ESTADUAL CUNHAMBEBE;-22,90179741;-44,12680871;25,80986535
estadual;PARQUE ESTADUAL SERRA RICARDO FRANCO;-14,62994376;-60,24771805;65,27172247
estadual;RESERVA BIOLÓGICA JAÊBA;-15,06682636;-43,7608904;5,922290224
estadual;PARQUE ESTADUAL çGUAS DO CUIABç;-14,30555111;-55,35688152;8,808785625
estadual;PARQUE ESTADUAL LAGOA DO CAJUEIRO;-14,98850726;-43,91221754;13,64601245
estadual;PARQUE ESTADUAL SERRA NOVA;-15,70700353;-42,79913469;32,33592573
estadual;PARQUE ESTADUAL DO JUQUERY;-23,34614943;-46,69018393;3,729255874
estadual;RESERVA BIOLOGICA ESTADUAL DO SASSAFRAS;-26,74864482;-49,59899661;16,26534259
municipal;PARQUE NATURAL MUNICIPAL VARGINHA;-23,79930818;-46,67362764;2,538011915
municipal;MONUMENTO NATURAL CANYONS E CORREDEIRAS DO RIO SONO;-10,16919023;-46,80511747;15,71251816
municipal;PARQUE NATURAL MUNICIPAL BARãO DE MAUÁ;-22,72220943;-43,198496;1,580532655
municipal;PARQUE NATURAL MUNICIPAL DE TABUAZEIRO;-20,29099876;-40,32475622;0,267798778
municipal;PARQUE NATURAL MUNICIPAL ESTORIL - VIRGíLIO SIMIONATO;-23,77325577;-46,51496969;0,653765008
municipal;MONUMENTO NATURAL MUNICIPAL SERRA DA FERRUGEM;-19,00320161;-43,40560896;6,142358892
municipal;PARQUE NATURAL MUNICIPAL DO CANCãO;0,91501516;-52,00437107;1,633191592
municipal;PARQUE NATURAL MUNICIPAL DO PARAGEM;-22,25444106;-54,79471935;0,385557328
municipal;PARQUE NATURAL MUNICIPAL CARIJóS;-26,06244393;-48,63156473;0,59942063
municipal;PARQUE NATURAL MUNICIPAL ILHA DAS CAPIVARAS/SIBARA;-26,92825081;-48,68822912;0,276654636
municipal;REFUGIO DE VIDA SILVESTRE DA VENTANIA;-21,32777778;-42,15;7,333621183
municipal;PARQUE NATURAL MUNICIPAL DO CAMPO GRANDE;-22,92948607;-47,14241408;1,324127661
municipal;PARQUE NATURAL MUNICIPAL DARKE DE MATTOS;-22,76774462;-43,1121191;0,235994181
municipal;PARQUE NATURAL MUNICIPAL DE GOVERNADOR VALADARES/MG;-18,86720346;-41,93618157;0,099905859
municipal;RESERVA BIOLóGICA DE PINHEIRO GROSSO;-21,19259204;-43,70181774;1,647761
municipal;PARQUE NATURAL MUNICIPAL JACEGUAVA;-23,78121205;-46,76782252;3,640378867
municipal;PARQUE NATURAL MUNICIPAL DO CÓRREGO CUMANDAí;-23,06051113;-54,18589752;0,227299351
municipal;PARQUE NATURAL MUNICIPAL PEROBA ROSA;-23,26455387;-51,25299663;0,205265878
municipal;PARQUE NATURAL MUNICIPAL DOM LUIZ GONZAGA FERNANDES;-20,26986423;-40,32503512;1,290785497
municipal;PARQUE NATURAL MUNICIPAL VISTA ALEGRE;-25,40158305;-49,29506693;0,267881607
municipal;PARQUE NATURAL MUNICIPAL DO MANGUEZAL DE ITANGUÁ;-20,31790492;-40,37014062;0,775964459
municipal;PARQUE NATURAL MUNICIPAL DO ATALAIA;-26,92078338;-48,64201556;0,434316828
municipal;PARQUE NATURAL MUNICIPAL DAS ANDORINHAS;-20,36432336;-43,4941415;1,851121441
municipal;PARQUE NATURAL MUNICIPAL DE NAVEGANTES;-26,8453267;-48,65940426;0,325784263
municipal;PARQUE NATURAL MUNICIPAL JOSé GUILHERME MERQUIOR;-22,96778298;-43,20020179;0,436589187
municipal;PARQUE NATURAL MUNICIPAL GOIAPABA-AçU;-19,90891921;-40,47311158;1,084449164
municipal;PARQUE NATURAL MUNICIPAL TRÊS COQUEIROS;-22,75097416;-42,60433478;0,533129882
municipal;RESERVA BIOLOGICA DA SERRA DE SANTA RITA MITZI BRANDAO;-22,19900912;-45,72776134;1,990510889
municipal;PARQUE NATURAL MUNICIPAL DANZIGER HOF;-23,29843364;-51,28128601;0,386249857
municipal;PARQUE NATURAL MUNICIPAL FELISBERTO NEVES;-19,9540908;-44,19114402;0,420843904
municipal;PARQUE NATURAL MUNICIPAL DE CACHOEIRA DO CAMPO;-20,35702072;-43,66459274;0,271011677
municipal;PARQUE NATURAL MUNICIPAL DOS JATOBÁS;-22,96223537;-47,18024944;1,226541016
municipal;PARQUE NATURAL MUNICIPAL DO ARICANGA WALDEMAR DEVENS;-19,81577987;-40,32968096;2,047972426
municipal;RESERVA BIOLóGICA MUNICIPAL DA MATA DO BISPO;-19,57080599;-43,08484891;1,999981145
municipal;PARQUE NATURAL MUNICIPAL GRUTA DA ONçA;-20,31600029;-40,32823443;0,336591315
municipal;PARQUE NATURAL MUNICIPAL DE MARAPENDI;-23,01125573;-43,41304675;6,102040079
municipal;PARQUE NATURAL MUNICIPAL TANCREDO NEVES - PASSA CINCO;-20,42341482;-42,86719469;2,029101092
municipal;PARQUE NATURAL MUNICIPAL FREYMUND GERMER;-26,76280007;-49,21068207;0,600652697
municipal;PARQUE NATURAL MUNICIPAL REGO DOS CARRAPATOS;-19,97746195;-43,87169857;1,578982639
municipal;PARQUE NATURAL MUNICIPAL CHICO MENDES;-23,02453466;-43,47035201;0,471236242
municipal;PARQUE NATURAL MUNICIPAL DA SERRA DE SãO DOMINGOS;-21,77508421;-46,56603771;2,149392444
municipal;PARQUE NATURAL MUNICIPAL PENHASCO DOIS IRMãOS - ARQUITETO SéRGIO BERNARDES;-22,9879202;-43,23506434;0,784873298
municipal;PARQUE NATURAL MUNICIPAL PEDRA DOS OLHOS;-20,29927391;-40,32713238;0,523884759
municipal;PARQUE NATURAL MUNICIPAL DA BIQUINHA;-17,07803859;-41,47753066;0,372550508
municipal;PARQUE NATURAL MUNICIPAL FAZENDA SANTA CECÍLIA DO INGÁ;-22,44957769;-44,08314331;1,303842726
municipal;PARQUE NATURAL MUNICIPAL DO TABULEIRO;-19,08983727;-43,5808718;5,355075904
municipal;PARQUE NATURAL MUNICIPAL AUGUSTO RUSCHI;-23,06644816;-45,93598291;1,522448065
municipal;PARQUE NATURAL MUNICIPAL DA SERRA DA CAPOEIRA GRANDE;-22,98779965;-43,64236476;0,500442543
municipal;PARQUE NATURAL MUNICIPAL VEREDAS DOS CARAJÁS;-6,51007204;-49,80387197;2,229813927
municipal;PARQUE NATURAL MUNICIPAL MORADA DOS CORRÊAS;-22,69417841;-42,6120011;0,214985127
municipal;MONUMENTO NATURAL DO ITABIRA;-20,84173722;-41,06133664;2,070325902
municipal;PARQUE NATURAL MUNICIPAL FONTE DA SAUDADE;-22,96441889;-43,19944142;0,244923943
municipal;PARQUE NATURAL MUNICIPAL CHAPÉU DAS ÁGUAS;-27,39867329;-49,39346156;2,339236262
municipal;PARQUE NATURAL MUNICIPAL DA CAIEIRA;-26,30890894;-48,79644138;0,89092088
municipal;RESERVA BIOLóGICA BIOPAMPA;-31,81796296;-53,92083334;0,875933594
municipal;PARQUE NATURAL MUNICIPAL DO MORRO DA CRUZ;-27,59282581;-48,53486545;2,156992042
municipal;PARQUE NATURAL MUNICIPAL FAZENDA DO CARMO;-23,58679766;-46,46549499;2,55473847
municipal;PARQUE NATURAL MUNICIPAL MORRO DA PESCARIA;-20,65436994;-40,47313957;0,065666959
municipal;PARQUE NATURAL MUNICIPAL PARQUE FLORESTAL DE SINOP;-11,83583837;-55,50040952;1,30332723
municipal;PARQUE NATURAL MUNICIPAL BORORÉ;-23,79721091;-46,65233141;2,340352153
municipal;PARQUE NATURAL MUNICIPAL DA MATA ATLÂNTICA ALDEENSE;-22,8265595;-42,06905812;3,182371104
municipal;PARQUE NATURAL MUNICIPAL DA CIDADE DO NATAL DOM NIVALDO MONTE;-5,85790406;-35,21955736;3,402546813
municipal;PARQUE NATURAL MUNICIPAL DO MONTE MOCHUARA;-20,29806195;-40,43744992;1,600910345
municipal;PARQUE NATURAL MUNICIPAL VALE DO MULEMBÁ;-20,28544851;-40,32441948;1,153733078
municipal;MONUMENTO NATURAL MUNICIPAL GRUTA NOSSA SENHORA DA LAPA;-20,30559972;-43,47183686;0,399890825
municipal;PARQUE NATURAL MUNICIPAL DAVID VICTOR FARINA;-19,92758219;-40,13138281;0,682159333
municipal;PARQUE NATURAL MUNICIPAL MONTANHAS DE TERESóPOLIS;-22,32209923;-42,99540948;13,95662647
municipal;ESTAçãO ECOLóGICA MUNICIPAL ILHA DO LAMEIRãO;-20,25141947;-40,30902093;3,130810227
municipal;PARQUE NATURAL MUNICIPAL VON SCHILGEN;-20,30204755;-40,29386353;0,205812107
municipal;PARQUE NATURAL MUNICIPAL DA PRAINHA;-23,04014143;-43,50821906;1,162660329
municipal;PARQUE NATURAL MUNICIPAL DO INTELECTO;-19,61748898;-43,22049085;0,528612944
municipal;PARQUE NATURAL MUNICIPAL DE PIRAPUTANGAS;-19,26404843;-57,61454508;5,440816823
municipal;PARQUE NATURAL MUNICIPAL DA CRATERA DE COLÔNIA;-23,87805167;-46,70738005;1,06677882
municipal;PARQUE NATURAL MUNICIPAL ELCI ROLLA GUERRA;-19,87282236;-42,97480988;0,532079087
municipal;PARQUE NATURAL MUNICIPAL DA CATACUMBA;-22,97174613;-43,20021641;0,450864702
municipal;MONUMENTO NATURAL MUNICIPAL DO PICO DO ITAGUARÉ;-22,49485596;-45,07271139;7,815281388
municipal;PARQUE NATURAL MUNICIPAL BOSQUE DA BARRA;-22,99651025;-43,37147625;0,541155165
municipal;PARQUE NATURAL MUNICIPAL DE GRUMARI;-23,04749434;-43,53546624;3,696408825
municipal;PARQUE ESTADUAL DA FONTE GRANDE;-20,30492366;-40,33668847;1,560455473
municipal;MONUMENTO NATURAL MUNICIPAL DA PEDRA DO COLéGIO;-22,49010931;-42,62315974;0,986409991
municipal;PARQUE NATURAL MUNICIPAL DA GROTA DE MIRASSOL;-20,82471881;-49,50953658;0,395098538
municipal;PARQUE NATURAL MUNICIPAL DA SERRA DO MENDANHA;-22,83318432;-43,50003911;2,55316006
municipal;PARQUE NATURAL MUNICIPAL DOS PURIS;-20,82542168;-40,72715902;0,577267083
municipal;PARQUE NATURAL MUNICIPAL DO JARDIM DO CARMO;-22,85144106;-43,30147275;0,14543124
municipal;MONUMENTO NATURAL DOS MORROS DO PãO DE AçúCAR E URCA;-22,95036859;-43,15925196;0,924093788
municipal;PARQUE NATURAL MUNICIPAL DOS CORAIS DE ARMAÇÃO DOS BÚZIOS;-22,74959567;-41,891078;2,037318028
municipal;PARQUE NATURAL MUNICIPAL DO CURIó;-22,58130113;-43,69665968;2,465719891
municipal;PARQUE NATURAL MUNICíPAL DE DOMINGOS MARTINS;-20,35916155;-40,65361687;0,640333427
municipal;PARQUE NATURAL MUNICIPAL DO PAMPA;-31,36583938;-54,10103417;1,156053807
municipal;PARQUE NATURAL MUNICIPAL DO BANHADO;-23,1758925;-45,89659638;1,515615776
municipal;PARQUE NATURAL MUNICIPAL DA GALHETA (FLORIANóPOLIS);-27,58549049;-48,42329894;1,899194759
municipal;PARQUE NATURAL MUNICIPAL VERDE VALE;-22,7017811;-42,64147564;0,453179748
municipal;MONUMENTO NATURAL MUNICIPAL FALéSIAS DE MARATAíZES;-21,13791731;-40,87397468;2,649213894
municipal;PARQUE NATURAL MUNICIPAL DA CIDADE;-22,97699077;-43,2438322;0,552890787
municipal;PARQUE NATURAL MUNICIPAL DE PETRóPOLIS;-22,50009969;-43,17291312;0,425425313
municipal;PARQUE NATURAL MUNICIPAL DE SERTãO;-28,04346868;-52,22044383;3,382009466
municipal;PARQUE NATURAL MUNICIPAL DO TRABIJU;-22,83426447;-45,52391168;2,170250032
municipal;PARQUE NATURAL MUNICIPAL ITAIM;-23,80544707;-46,70933354;1,491156178
municipal;MONUMENTO NATURAL MUNICIPAL DA SERRA DA BOLíVIA;-21,66135307;-42,11304696;1,93238801
municipal;PARQUE NATURAL MUNICIPAL SALÃO DE PEDRAS;-19,04148256;-43,44784865;2,995227662
municipal;PARQUE NATURAL MUNICIPAL DO SETOR SANTA CRUZ;-18,1602503;-47,92426625;0,635661469
municipal;PARQUE NATURAL MUNICIPAL PAISAGEM CARIOCA;-22,96077166;-43,16826157;2,220332257
municipal;PARQUE NATURAL MUNICIPAL DA FREGUESIA;-22,94850013;-43,34402067;0,443427909
municipal;PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA;-23,77378953;-46,29289014;2,087624781
municipal;PARQUE NATURAL MUNICIPAL FAZENDA DO VIEGAS;-22,88659864;-43,48443962;0,199365437
municipal;PARQUE NATURAL MUNICIPAL MORRO DO CÉU;-28,69031322;-49,3589146;0,739683109
municipal;PARQUE NATURAL MUNICIPAL CAIXA D ÁGUA;-22,70007936;-42,62280423;0,063649356
municipal;MONUMENTO NATURAL MUNICIPAL CAPÃO DA AMIZADE;-31,00231481;-52,08037037;0,120716195
municipal;PARQUE NATURAL MUNICIPAL DE JACARENEMA;-20,40706512;-40,3253158;2,266826302
