country;major area;minor area;centroid (lat);centroid (long);distance (km)
Brazil;São Paulo;Pedro de Toledo;-24,16335962;-47,16332368;26,24622127
Brazil;São Paulo;Penápolis;-21,40497386;-50,09588096;25,74913557
Brazil;São Paulo;Pereira Barreto;-20,67765053;-51,10642799;33,55918293
Brazil;São Paulo;Pereiras;-23,12062184;-47,97891311;14,70131438
Brazil;São Paulo;Peruíbe;-24,27909375;-47,01196909;41,59703934
Brazil;São Paulo;Piacatu;-21,57083292;-50,64350673;14,35612913
Brazil;São Paulo;Piedade;-23,78671905;-47,43819456;22,34499352
Brazil;São Paulo;Pilar do Sul;-23,85623099;-47,72838038;19,1841925
Brazil;São Paulo;Pindamonhangaba;-22,87953976;-45,4589989;21,5550481
Brazil;São Paulo;Pindorama;-21,20934522;-48,91146295;12,1776962
Brazil;São Paulo;Pinhal;-22,13025847;-46,68367179;8,58501191
Brazil;São Paulo;Pinhalzinho;-22,77864579;-46,57317745;9,057769001
Brazil;São Paulo;Piquerobi;-21,85309937;-51,73169134;25,38938239
Brazil;São Paulo;Piquete;-22,59001346;-45,17361677;11,81204936
Brazil;São Paulo;Piracaia;-23,0467249;-46,30289819;23,16764818
Brazil;São Paulo;Piracicaba;-22,72594757;-47,78269974;32,53761511
Brazil;São Paulo;Piracununga;-21,99559866;-47,38999623;24,91077382
Brazil;São Paulo;Pirajuí;-21,80803603;-49,28561896;20,08742762
Brazil;São Paulo;Pirajui;-22,53705947;-49,41426647;88,86120746
Brazil;São Paulo;Pirangi;-21,09348548;-48,6693191;11,3144161
Brazil;São Paulo;Pirapora do Bom Jesus;-23,37795034;-46,98465022;8,670448293
Brazil;São Paulo;Pirapozinho;-22,47939626;-51,61995484;35,93904915
Brazil;São Paulo;Piratininga;-22,42555244;-49,19207235;14,86535247
Brazil;São Paulo;Pitangueiras;-21,00597031;-48,24946628;19,32854864
Brazil;São Paulo;Planalto;-21,00098105;-49,93582449;14,87221597
Brazil;São Paulo;Platina;-22,62525714;-50,2127639;15,98889646
Brazil;São Paulo;Poá;-23,53028156;-46,34559022;4,771805075
Brazil;São Paulo;Poloni;-20,75211396;-49,82004777;8,889694397
Brazil;São Paulo;Pompéia;-22,02886452;-50,18721196;24,33192655
Brazil;São Paulo;Pongaí;-21,72991125;-49,35853747;13,45289335
Brazil;São Paulo;Pontalinda;-20,45055719;-50,52496164;12,2415897
Brazil;São Paulo;Pontal;-20,9844761;-48,06478682;15,92606652
Brazil;São Paulo;Pontes Gestral;-20,17495885;-49,75757277;13,77772385
Brazil;São Paulo;Populina;-19,90727124;-50,5165317;14,96397457
Brazil;São Paulo;Porangaba;-23,1735848;-48,11739531;11,19768463
Brazil;São Paulo;Porto Feliz;-23,23013105;-47,51655417;17,6157485
Brazil;São Paulo;Porto Ferreira;-21,84143673;-47,44653435;11,89041288
Brazil;São Paulo;Potim;-22,82516467;-45,30295546;6,823117655
Brazil;São Paulo;Potirendaba;-21,07491484;-49,39156431;13,78520624
Brazil;São Paulo;Pracinha;-21,83738405;-51,07489898;7,85100387
Brazil;São Paulo;Pradópolis;-21,34436801;-48,08589328;10,24022024
Brazil;São Paulo;Praia Grande;-24,0179913;-46,54883184;9,541124385
Brazil;São Paulo;Pratânia;-22,81779671;-48,69879318;14,21126221
Brazil;São Paulo;Presidente Alves;-22,12131421;-49,4319646;20,13526436
Brazil;São Paulo;Presidente Bernardes;-22,10793951;-51,61996186;35,3260684
Brazil;São Paulo;Presidente Epitácio;-21,90987928;-52,17314369;50,86296566
Brazil;São Paulo;Presidente Prudente;-21,99289127;-51,34287435;30,56711222
Brazil;São Paulo;Presidente Venceslau;-21,7928571;-51,83800705;26,21950777
Brazil;São Paulo;Promissão;-21,52477005;-49,87055702;30,22526072
Brazil;São Paulo;Quadra;-23,30046033;-48,03870966;10,71129068
Brazil;São Paulo;Quatá;-22,20635526;-50,64523628;29,04501102
Brazil;São Paulo;Queiroz;-21,80016941;-50,24451214;12,29631512
Brazil;São Paulo;Queluz;-22,5039562;-44,78513434;12,76331491
Brazil;São Paulo;Quitana;-22,09956461;-50,36885785;18,34181521
Brazil;São Paulo;Rafard;-23,04535561;-47,58887513;9,718522859
Brazil;São Paulo;Rancharia;-22,2824047;-50,92813655;43,66497238
Brazil;São Paulo;Redenção da Serra;-23,25326222;-45,52621656;15,83803618
Brazil;São Paulo;Regente Feijó;-22,25210039;-51,29387319;13,73833218
Brazil;São Paulo;Reginópolis;-21,88290527;-49,18029091;26,41538698
Brazil;São Paulo;Registro;-24,50340244;-47,81927915;28,13482177
Brazil;São Paulo;Restinga;-20,6478332;-47,50608026;12,81491328
Brazil;São Paulo;Ribeirão Bonito;-22,05947189;-48,18538852;19,89994747
Brazil;São Paulo;Ribeirão Branco;-24,25591935;-48,77797261;22,72931182
Brazil;São Paulo;Ribeirão Corrente;-20,44820621;-47,57313536;9,908067331
Brazil;São Paulo;Ribeirão do Sul;-22,75139552;-49,92243967;9,788232193
Brazil;São Paulo;Ribeirão dos índios;-21,78428108;-51,58336637;17,60277281
Brazil;São Paulo;Ribeirão Grande;-24,18888629;-48,35862193;15,99623869
Brazil;São Paulo;Ribeirão Pires;-23,70092849;-46,40281712;9,122071345
Brazil;São Paulo;Ribeira;-24,60766421;-49,03675816;14,91300722
Brazil;São Paulo;Ribeirão Preto;-21,21075101;-47,8210709;20,55776351
Brazil;São Paulo;Rifaina;-20,06161343;-47,44150253;14,63920874
Brazil;São Paulo;Rinópolis;-21,68082067;-50,71727448;14,29059731
Brazil;São Paulo;Rincão;-21,59340464;-48,0312834;17,8993592
Brazil;São Paulo;Rio Claro;-22,37317398;-47,57956155;19,52201971
Brazil;São Paulo;Rio das Pedras;-22,85036171;-47,59879456;14,13310129
Brazil;São Paulo;Rio Grande da Serra;-23,73798044;-46,37956093;6,900365911
Brazil;São Paulo;Riolândia;-20,02369839;-49,70959296;22,47915075
Brazil;São Paulo;Riversul;-23,84676781;-49,44770971;16,85825283
Brazil;São Paulo;Rosana;-22,48883199;-52,83690445;31,9201424
Brazil;São Paulo;Roseira;-22,93287384;-45,30213598;10,60300829
Brazil;São Paulo;Rubiácea;-21,36087144;-50,78593854;18,56259426
Brazil;São Paulo;Rubinéia;-20,24761393;-51,0176325;20,78705397
Brazil;São Paulo;São Bento do Sapucaí;-22,68127521;-45,68640003;14,77009848
Brazil;São Paulo;São Bernardo do Campo;-23,81292109;-46,55040438;19,41726984
Brazil;São Paulo;São Caetano do Sul;-23,62616848;-46,56567421;3,3268726
Brazil;São Paulo;São Carlos;-21,91857385;-47,86709407;35,78682803
Brazil;São Paulo;São Francisco;-20,36565121;-50,67600162;8,642994736
Brazil;São Paulo;São João da Boa Vista;-21,97770375;-46,80188879;17,42279998
Brazil;São Paulo;São João das Duas Ponte;-20,40849261;-50,38336634;10,52880297
Brazil;São Paulo;São João de Iracema;-20,5208308;-50,35633548;10,79524056
Brazil;São Paulo;São João do Pau d'Alho;-21,22332857;-51,67314748;9,224286639
Brazil;São Paulo;São Joaquim da Barra;-20,55030582;-47,93818675;21,31160018
Brazil;São Paulo;São José da Bela Vista;-20,58700017;-47,62723459;12,08382368
Brazil;São Paulo;São José do Barreiro;-22,74888367;-44,58687717;19,39718848
Brazil;São Paulo;São José do Rio Pardo;-21,60344619;-46,87917467;16,48308478
Brazil;São Paulo;São José do Rio Preto;-20,79748841;-49,35832492;17,77785396
Brazil;São Paulo;São José dos Campos;-23,09044028;-45,9285931;30,43518885
Brazil;São Paulo;São Lourenço da Serra;-23,85203225;-46,93626609;9,356837416
Brazil;São Paulo;São Luiz do Paraitinga;-23,23994148;-45,25375581;22,40446508
Brazil;São Paulo;São Manuel;-22,68185752;-48,54044983;21,21104813
Brazil;São Paulo;São Miguel Arcanjo;-23,91400186;-47,99357506;22,79363867
Brazil;São Paulo;São Paulo;-23,65041685;-46,64802516;41,66552127
Brazil;São Paulo;São Pedro do Turvo;-22,67890282;-49,77199021;22,49060547
Brazil;São Paulo;São Pedro;-22,55887346;-47,92470835;18,24812359
Brazil;São Paulo;São Roque;-23,54885999;-47,10980876;16,51148564
Brazil;São Paulo;São Sebastião da Grama;-21,75349491;-46,75313172;13,19989772
Brazil;São Paulo;São Sebastião;-23,75807128;-45,59730728;41,16793645
Brazil;São Paulo;São Simão;-21,46134264;-47,56821164;27,27049507
Brazil;São Paulo;São Vicente;-23,9678055;-46,48134128;17,5527759
Brazil;São Paulo;Sabino;-21,46886574;-49,57787637;18,49604032
Brazil;São Paulo;Sagres;-21,8672177;-50,98981484;9,682883985
Brazil;São Paulo;Sales Oliveira;-20,83178839;-47,85439621;14,49063158
Brazil;São Paulo;Salesópolis;-23,57973228;-45,84285029;16,55718892
Brazil;São Paulo;Sales;-21,34670924;-49,50259461;13,38420922
Brazil;São Paulo;Salmourão;-21,5881655;-50,87638725;11,51918929
Brazil;São Paulo;Saltinho;-22,8709454;-47,73283943;10,45712546
Brazil;São Paulo;Salto do Pirapora;-23,65250383;-47,58022837;13,00247276
Brazil;São Paulo;Salto Grande;-22,87044322;-49,96113492;10,17753751
Brazil;São Paulo;Salto;-23,17989077;-47,30222057;10,79411053
Brazil;São Paulo;Sandovalina;-22,47755396;-51,84164731;20,560521
Brazil;São Paulo;Santa Adélia;-21,31768216;-48,81881198;13,40963071
Brazil;São Paulo;Santa Albertina;-20,0141428;-50,72747284;14,82435723
Brazil;São Paulo;Santa Bárbara d'Oeste;-22,8004457;-47,42801485;12,3181859
Brazil;São Paulo;Santa Branca;-23,42553678;-45,86344906;12,67009591
Brazil;São Paulo;Santa Clara do Oeste;-20,06680727;-50,90864015;10,26532829
Brazil;São Paulo;Santa Cruz da Conceição;-22,12141654;-47,48522729;10,28453554
Brazil;São Paulo;Santa Cruz da Esperança;-21,27431241;-47,43889441;10,08903966
Brazil;São Paulo;Santa Cruz das Palmeiras;-21,85534089;-47,24984184;14,77941158
Brazil;São Paulo;Santa Cruz do Rio Pardo;-22,80892775;-49,56830379;33,53767818
Brazil;São Paulo;Santa Ernestina;-21,4519188;-48,36639369;10,86282142
Brazil;São Paulo;Santa Fé do Sul;-20,24294218;-50,95215963;17,8337716
Brazil;São Paulo;Santa Gertrudes;-22,47456015;-47,5210082;8,917504729
Brazil;São Paulo;Santa Isabel;-23,28881474;-46,24197125;14,51543718
Brazil;São Paulo;Santa Lucia;-21,67028439;-48,05667673;15,19685612
Brazil;São Paulo;Santa Maria da Serra;-22,56343802;-48,15551027;12,37883802
Brazil;São Paulo;Santa Mercedes;-21,31692837;-51,73678969;10,43976016
Brazil;São Paulo;Santa Rita do Oeste;-20,09655795;-50,81283689;14,70694931
Brazil;São Paulo;Santa Rita do Passa Quatro;-21,68195672;-47,50780122;23,61946262
Brazil;São Paulo;Santa Rosa de Viterbo;-21,50361414;-47,36621081;14,44955775
Brazil;São Paulo;Santa Salete;-20,25820833;-50,71983712;10,87984079
Brazil;São Paulo;Santópolis do Aguapeí;-21,66004502;-50,51803412;9,432077507
Brazil;São Paulo;Santana da Ponte Pensa;-20,26041986;-50,79704278;11,27303522
Brazil;São Paulo;Santana de Parnaíba;-23,4490073;-46,91563884;12,27063494
Brazil;São Paulo;Santo Anastácio;-22,03795836;-51,7223988;24,23987493
Brazil;São Paulo;Santo André;-23,72831561;-46,44131427;17,25116737
Brazil;São Paulo;Santo Antônio da Alegria;-20,87276943;-50,55447408;33,47968829
Brazil;São Paulo;Santo Antônio de Posse;-21,09216577;-47,19562362;15,46883068
Brazil;São Paulo;Santo Antônio do Aracanguá;-22,60299134;-46,94946419;10,82342066
Brazil;São Paulo;Santo Antônio do Pinhal;-22,83155421;-45,69786919;9,420152781
Brazil;São Paulo;Santo Expedito;-21,82480923;-51,36987783;9,508193379
Brazil;São Paulo;Santos;-23,86499103;-46,28935145;15,8829272
Brazil;São Paulo;Sarapuí;-23,66378086;-47,78562228;16,06026123
Brazil;São Paulo;Sarutaiá;-23,25708217;-49,48168634;9,537647601
Brazil;São Paulo;Sebastianópolis do Sul;-20,62930849;-49,91540461;9,641730777
Brazil;São Paulo;Serra Azul;-21,31573651;-47,54951614;13,31500424
Brazil;São Paulo;Serra Negra;-22,58873767;-46,68614154;12,54753611
Brazil;São Paulo;Serrana;-21,21693022;-47,612356;9,735985993
Brazil;São Paulo;Sertaozinho;-21,12295821;-48,00883521;18,45519105
Brazil;São Paulo;Sete Barras;-24,27383936;-47,93513933;27,53297063
Brazil;São Paulo;Severínia;-20,79319629;-48,79327412;10,72943093
Brazil;São Paulo;Silveiras;-22,73445083;-44,8407973;19,2199293
Brazil;São Paulo;Socorro;-22,61109155;-46,52427932;15,93055607
Brazil;São Paulo;Sorocaba;-23,46436705;-47,44659497;17,78241118
Brazil;São Paulo;Sud Mennucci;-20,66696012;-50,90075824;19,30462421
Brazil;São Paulo;Sumaré;-22,84117103;-47,26340262;11,18237199
Brazil;São Paulo;Suzanápolis;-23,50641152;-46,29315923;4,417476075
Brazil;São Paulo;Suzano;-21,6203942;-49,33949777;390,0175306
Brazil;São Paulo;Tabapuã;-20,93164208;-49,02903763;17,26390549
Brazil;São Paulo;Tabatinga;-21,71313007;-48,63052886;15,5345776
Brazil;São Paulo;Taboão da Serra;-23,61999413;-46,78614687;4,474645983
Brazil;São Paulo;Taciba;-22,5046184;-51,34204069;20,94389404
Brazil;São Paulo;Taguaí;-23,47362146;-49,39726715;10,99855169
Brazil;São Paulo;Taiaçu;-21,13149784;-48,5301663;7,537753735
Brazil;São Paulo;Taiúva;-21,13218595;-48,42819021;9,578758327
Brazil;São Paulo;Tambaú;-21,60149268;-47,23870102;17,12643863
Brazil;São Paulo;Tanabi;-20,53097607;-49,64654603;24,23607745
Brazil;São Paulo;Tapiraí;-24,00837668;-47,61905578;29,86178666
Brazil;São Paulo;Tapiratiba;-21,45055191;-46,74180653;13,71727305
Brazil;São Paulo;Taquaral;-21,06886539;-48,39919959;8,773560672
Brazil;São Paulo;Taquaritinga;-21,42534822;-48,53793667;24,46842593
Brazil;São Paulo;Taquarituba;-23,52980153;-49,23450119;17,64469164
Brazil;São Paulo;Taquarivaí;-23,94301899;-48,6880565;14,86117721
Brazil;São Paulo;Tarabai;-22,35909434;-51,6264212;11,25396252
Brazil;São Paulo;Tarumã;-22,76291478;-50,60143427;11,69479771
Brazil;São Paulo;Tatuí;-23,36171167;-47,86938435;21,85216876
Brazil;São Paulo;Taubaté;-23,08684248;-45,50224771;26,17092231
Brazil;São Paulo;Tejupa;-23,34200857;-49,30642202;12,78704168
Brazil;São Paulo;Teodoro Sampaio;-22,41654278;-52,37383424;33,78519261
Brazil;São Paulo;Terra Roxa;-20,77841653;-48,3460938;10,8531858
Brazil;São Paulo;Tietê;-23,04993003;-47,70868085;21,01745357
Brazil;São Paulo;Timburi;-23,19523464;-49,61059905;12,00791557
Brazil;São Paulo;Torre de Pedra;-23,2499065;-48,21257424;6,012592959
Brazil;São Paulo;Torrinha;-22,44301487;-48,1637437;15,53461948
Brazil;São Paulo;Três Fronteiras;-20,27231972;-50,86971283;12,84665203
Brazil;São Paulo;Trabiju;-22,03209822;-48,34542675;10,3415283
Brazil;São Paulo;Tremembé;-22,94048868;-45,60374084;11,07844699
Brazil;São Paulo;Tuiuti;-22,83062298;-46,68749116;7,949585496
Brazil;São Paulo;Tupã;-21,94746502;-50,53487608;22,21725223
Brazil;São Paulo;Tupi Paulista;-21,39033073;-51,5870955;14,0935584
Brazil;São Paulo;Turiúba;-20,9405738;-50,11084402;9,122083531
Brazil;São Paulo;Turmalina;-20,08345922;-50,4569457;11,30138852
Brazil;São Paulo;Ubarana;-21,2193902;-49,74804234;13,70685355
Brazil;São Paulo;Ubatuba;-23,38176926;-45,02441883;34,67586013
Brazil;São Paulo;Ubirajara;-22,54354346;-49,6657961;15,03294052
Brazil;São Paulo;Uchoa;-20,93717258;-49,15757812;18,22942784
Brazil;São Paulo;União Paulista;-20,89061271;-49,88695708;7,478683346
Brazil;São Paulo;Urânia;-20,20862083;-50,65237566;16,41592046
Brazil;São Paulo;Uru;-21,76606658;-49,2966886;12,27547122
Brazil;São Paulo;Urupês;-21,20449802;-49,26495669;14,17017385
Brazil;São Paulo;Várzea Paulista;-23,21938667;-46,8244586;4,667709567
Brazil;São Paulo;Valentim Gentil;-20,41971512;-50,10182719;12,73747642
Brazil;São Paulo;Valinhos;-22,975078;-46,98110903;11,83807144
Brazil;São Paulo;Valparaíso;-21,20301912;-50,92425915;29,72957537
Brazil;São Paulo;Vargem Grande do Sul;-21,86022052;-46,89857701;15,63865571
Brazil;São Paulo;Vargem Grande Paulista;-23,62784;-47,0160906;5,103701548
Brazil;São Paulo;Vargem;-22,88959153;-46,41432079;10,12418573
Brazil;São Paulo;Vera Cruz;-22,23380353;-49,82615133;15,34317077
Brazil;São Paulo;Vinhedo;-23,04609458;-46,9786618;7,789049238
Brazil;São Paulo;Viradouro;-20,8838148;-48,30985023;10,82212305
Brazil;São Paulo;Vista Alegre do Alto;-21,17630088;-48,64916533;8,358878196
Brazil;São Paulo;Vitória Brasil;-20,19824561;-50,48557855;5,724509713
Brazil;São Paulo;Votorantim;-23,57982399;-47,40647328;12,12128129
Brazil;São Paulo;Votuporanga;-20,45765435;-49,98962191;18,04389896
Brazil;São Paulo;Zacarias;-21,12482147;-50,04950067;14,16972569
Brazil;Santa Catarina;Água Doce;-26,76576321;-51,61274092;37,21897925
Brazil;Santa Catarina;Águas de Chapecó;-27,05298553;-52,95687139;13,90761321
Brazil;Santa Catarina;Águas Frias;-26,8515619;-52,85331464;7,753415802
Brazil;Santa Catarina;Águas Mornas;-27,73111545;-48,92817915;17,52414688
Brazil;Santa Catarina;Abdon Batista;-27,58406557;-51,05590151;13,10459708
Brazil;Santa Catarina;Abelardo Luz;-26,56287138;-52,25596179;24,6507747
Brazil;Santa Catarina;Agrolândia;-27,45462106;-49,82466674;15,27823332
Brazil;Santa Catarina;Agronômica;-27,32366267;-49,72316129;10,52777965
Brazil;Santa Catarina;Alfredo Wagner;-27,70581115;-49,33123509;20,97044938
Brazil;Santa Catarina;Alto Bela Vista;-27,42186446;-51,92484611;11,78303373
Brazil;Santa Catarina;Anchieta;-26,53259109;-53,3330038;13,46043204
Brazil;Santa Catarina;Angelina;-27,54295704;-49,06735086;19,47967097
Brazil;Santa Catarina;Anita Garibaldi;-27,7309185;-51,07971154;19,23400373
Brazil;Santa Catarina;Anitápolis;-27,88005386;-49,13959086;17,86016942
Brazil;Santa Catarina;Antônio Carlos;-27,49718524;-48,83327239;12,14645052
Brazil;Santa Catarina;Apiúna;-27,12408264;-49,36431981;16,78360936
Brazil;Santa Catarina;Arabutã;-27,14142059;-52,18122328;10,09075094
Brazil;Santa Catarina;Araquari;-26,46146815;-48,75921921;19,03102592
Brazil;Santa Catarina;Araranguá;-28,94262159;-49,47284887;18,92837654
Brazil;Santa Catarina;Armazém;-28,23791436;-49,01567362;10,66040077
Brazil;Santa Catarina;Arroio Trinta;-26,9219272;-51,33773456;7,89790378
Brazil;Santa Catarina;Arvoredo;-27,07156826;-52,44165343;8,750232039
Brazil;Santa Catarina;Ascurra;-26,97337427;-49,39572122;9,759170364
Brazil;Santa Catarina;Atalanta;-27,43707393;-49,74230748;8,616193287
Brazil;Santa Catarina;Aurora;-27,32917766;-49,59045964;11,183371
Brazil;Santa Catarina;Balneário Arroio do Silva;-27,00529644;-48,62152183;7,104190778
Brazil;Santa Catarina;Balneário Barra do Sul;-29,01914088;-49,47515594;11,83049199
Brazil;Santa Catarina;Balneário Camboriú;-26,44698719;-48,6548232;11,19990172
Brazil;Santa Catarina;Balneário Gaivota;-29,15274243;-49,61449308;11,81567754
Brazil;Santa Catarina;Bandeirante;-26,76816717;-53,64751673;10,341251
Brazil;Santa Catarina;Barra Bonita;-26,6681038;-53,42509418;9,444753709
Brazil;Santa Catarina;Barra Velha;-26,6625622;-48,72794104;11,1869281
Brazil;Santa Catarina;Bela Vista do Toldo;-26,41748215;-50,48812893;25,15694125
Brazil;Santa Catarina;Belmonte;-26,85651352;-53,61641162;8,332828586
Brazil;Santa Catarina;Benedito Novo;-26,80067534;-49,43612351;17,51492783
Brazil;Santa Catarina;Biguaçu;-27,42713552;-48,70746732;13,1409806
Brazil;Santa Catarina;Blumenau;-26,88498678;-49,09746763;30,2938542
Brazil;Santa Catarina;Bocaina do Sul;-27,76212428;-49,90448424;19,06259357
Brazil;Santa Catarina;Bom Jardim da Serra;-28,36096267;-49,65255264;31,81215317
Brazil;Santa Catarina;Bom Jesus do Oeste;-26,6833106;-53,09550665;6,380104051
Brazil;Santa Catarina;Bom Jesus;-26,73998486;-52,39036114;7,837557171
Brazil;Santa Catarina;Bom Retiro;-27,78511087;-49,56315683;30,33370457
Brazil;Santa Catarina;Bombinhas;-27,17341037;-48,51712609;11,88361519
Brazil;Santa Catarina;Botuverá;-27,22015029;-49,12593899;16,22898288
Brazil;Santa Catarina;Braço do Norte;-28,23796708;-49,14535824;12,83723664
Brazil;Santa Catarina;Braço do Trombudo;-27,3680839;-49,90324009;7,569181518
Brazil;Santa Catarina;Brunópolis;-27,34693663;-50,84548075;13,05028614
Brazil;Santa Catarina;Brusque;-27,12523235;-48,91029581;18,29578487
Brazil;Santa Catarina;Caçador;-26,76334511;-51,08591738;33,22271919
Brazil;Santa Catarina;Caibi;-27,02424117;-53,26300055;13,34626606
Brazil;Santa Catarina;Calmon;-26,62252105;-51,00767359;26,9594993
Brazil;Santa Catarina;Camboriú;-27,07122028;-48,7090408;12,96157304
Brazil;Santa Catarina;Campo Alegre;-26,12079296;-49,21818824;29,69239849
Brazil;Santa Catarina;Campo Belo do Sul;-27,84742613;-50,77206376;29,52811944
Brazil;Santa Catarina;Campo Erê;-26,4504291;-53,12999309;21,57466925
Brazil;Santa Catarina;Campos Novos;-27,41380887;-51,22218936;45,40079043
Brazil;Santa Catarina;Canelinha;-27,23511277;-48,80285369;13,80128549
Brazil;Santa Catarina;Canoinhas;-26,2493309;-50,53378374;40,16015739
Brazil;Santa Catarina;Capão Alto;-28,06235677;-50,60642327;29,27904663
Brazil;Santa Catarina;Capinzal;-27,39230646;-51,60324087;15,21918772
Brazil;Santa Catarina;Capivari de Baixo;-28,45533911;-48,94390867;9,055544768
Brazil;Santa Catarina;Catanduvas;-27,04580358;-51,69662457;13,99498406
Brazil;Santa Catarina;Caxambu do Sul;-27,14603982;-52,92067074;10,39906089
Brazil;Santa Catarina;Celso Ramos;-27,65217717;-51,30775138;15,52681149
Brazil;Santa Catarina;Cerro Negro;-27,77573635;-50,9322505;23,03814815
Brazil;Santa Catarina;Chapadão do Lageado;-27,58240701;-49,55642201;11,71382513
Brazil;Santa Catarina;Chapecó;-27,12505645;-52,65076926;22,34642372
Brazil;Santa Catarina;Cocal do Sul;-28,59865568;-49,33424537;8,675249208
Brazil;Santa Catarina;Concórdia;-27,23939838;-52,00739489;27,47040564
Brazil;Santa Catarina;Cordilheira Alta;-26,97601064;-52,64195517;7,555859967
Brazil;Santa Catarina;Coronel Freitas;-26,88308371;-52,72600606;13,65554948
Brazil;Santa Catarina;Coronel Martins;-26,53481763;-52,67194819;8,713792977
Brazil;Santa Catarina;Correia Pinto;-27,59730782;-50,37896012;21,46380658
Brazil;Santa Catarina;Corupá;-26,43995498;-49,32650059;21,4845988
Brazil;Santa Catarina;Criciúma;-28,71635744;-49,38047904;15,79024792
Brazil;Santa Catarina;Cunha Porã;-26,87878147;-53,19063682;10,62181698
Brazil;Santa Catarina;Cunhataí;-26,97437372;-53,10069996;5,550349495
Brazil;Santa Catarina;Curitibanos;-27,29220155;-50,61826775;26,99804105
Brazil;Santa Catarina;Descanso;-26,85798883;-53,47895198;13,74466666
Brazil;Santa Catarina;Dionísio Cerqueira;-26,33363628;-53,52123395;20,42244975
Brazil;Santa Catarina;Dona Emma;-26,98881681;-49,77710643;13,73212242
Brazil;Santa Catarina;Doutor Pedrinho;-26,70491869;-49,55405497;16,836678
Brazil;Santa Catarina;Entre Rios;-26,7397611;-52,57879515;8,830815747
Brazil;Santa Catarina;Ermo;-28,99042201;-49,65424468;7,108403747
Brazil;Santa Catarina;Erval Velho;-27,28465091;-51,42161759;13,86669711
Brazil;Santa Catarina;Faxinal dos Guedes;-26,84742434;-52,24468022;18,11320681
Brazil;Santa Catarina;Flor do Sertão;-26,76256989;-53,33664224;7,575117544
Brazil;Santa Catarina;Florianopolis;-27,58434221;-48,48467183;38,43631191
Brazil;Santa Catarina;Floriniapolis;-27,59497846;-48,5889052;2,758869131
Brazil;Santa Catarina;Formosa do Sul;-26,63475963;-52,7940045;6,636439173
Brazil;Santa Catarina;Forquilhinha;-28,78188017;-49,49420358;10,1970037
Brazil;Santa Catarina;Fraiburgo;-27,03737781;-50,87248786;20,41794533
Brazil;Santa Catarina;Frei Rogério;-27,19105954;-50,76591862;12,80004971
Brazil;Santa Catarina;Galvão;-26,45154232;-52,66814719;10,17398023
Brazil;Santa Catarina;Garopaba;-28,04668623;-48,65883634;11,00935672
Brazil;Santa Catarina;Garuva;-26,05647101;-48,86906436;20,61403928
Brazil;Santa Catarina;Gaspar;-26,93134289;-48,96600649;18,94107176
Brazil;Santa Catarina;Governador Celso Ramos;-27,36190248;-48,58321177;8,37609027
Brazil;Santa Catarina;Grão Pará;-28,15459996;-49,317209;18,34985648
Brazil;Santa Catarina;Gravataí;-28,35498826;-49,02027134;10,66295662
Brazil;Santa Catarina;Guabiruba;-27,10309197;-49,02147098;12,41127968
Brazil;Santa Catarina;Guaraciaba;-26,58035195;-53,56874004;17,19421103
Brazil;Santa Catarina;Guaramirim;-26,47669032;-48,94508962;13,57411776
Brazil;Santa Catarina;Guarujá do Sul;-26,39862499;-53,48363424;10,21220002
Brazil;Santa Catarina;Guatambú;-27,11607671;-52,78378862;12,15607526
Brazil;Santa Catarina;Herval d'Oeste;-27,19579247;-51,40799167;13,89412769
Brazil;Santa Catarina;Içara;-28,76801432;-49,2732732;13,02110056
Brazil;Santa Catarina;Ibiam;-27,20851841;-51,21589077;12,28563794
Brazil;Santa Catarina;Ibicaré;-27,08894899;-51,37330533;12,94678864
Brazil;Santa Catarina;Ibirama;-27,01816745;-49,52848836;14,15226387
Brazil;Santa Catarina;Ilhota;-26,85912274;-48,85722095;14,09117352
Brazil;Santa Catarina;Imaruí;-28,22266917;-48,83909079;18,72814617
Brazil;Santa Catarina;Imbituba;-28,18791163;-48,70169917;17,60243074
Brazil;Santa Catarina;Imbuia;-27,50281411;-49,40660144;13,27496942
Brazil;Santa Catarina;Indaial;-26,99432643;-49,22470116;18,83447679
Brazil;Santa Catarina;Iomerê;-26,98800134;-51,27581736;9,084822319
Brazil;Santa Catarina;Ipirá;-27,37392246;-51,79942113;12,15504159
Brazil;Santa Catarina;Iporã do Oeste;-26,99994545;-53,48924973;11,294034
Brazil;Santa Catarina;Ipuaçu;-26,6791123;-52,47611463;15,53712782
Brazil;Santa Catarina;Ipumirim;-27,04082614;-52,15327913;16,24486532
Brazil;Santa Catarina;Iraceminha;-26,84470674;-53,3242246;10,41914227
Brazil;Santa Catarina;Irani;-27,02430995;-51,91677356;14,25933645
Brazil;Santa Catarina;Irati;-26,63172338;-52,88839634;6,45571182
Brazil;Santa Catarina;Irineópolis;-26,35779982;-50,76114495;19,82981165
Brazil;Santa Catarina;Itá;-27,24445821;-52,33242449;14,68789756
Brazil;Santa Catarina;Itaiópolis;-26,47224578;-49,8913995;37,63836143
Brazil;Santa Catarina;Itajaí;-26,96917093;-48,75378812;14,02014129
Brazil;Santa Catarina;Itapema;-27,10981367;-48,63377565;7,067490627
Brazil;Santa Catarina;Itapiranga;-4,12953586;-58,29411442;2614,690166
Brazil;Santa Catarina;Itapoá;-26,07887992;-48,65529086;13,71966743
