country;major area;minor area;centroid (lat);centroid (long);distance (km)
Brazil;Paraíba;Emas;-7,08870162;-37,74180984;11,70531538
Brazil;Paraíba;Esperança;-7,00000258;-35,88979435;12,57511735
Brazil;Paraíba;Fagundes;-7,40023765;-35,77898865;10,90397889
Brazil;Paraíba;Frei Martinho;-6,41520373;-36,44880792;17,08829923
Brazil;Paraíba;Gado Bravo;-7,5899324;-35,8127019;14,02732034
Brazil;Paraíba;Guarabira;-6,88393973;-35,44765953;11,01465725
Brazil;Paraíba;Gurinhém;-7,14161546;-35,4322273;13,63552353
Brazil;Paraíba;Gurjão;-7,26163017;-36,46209417;18,56591126
Brazil;Paraíba;Ibiara;-7,4928563;-38,40428204;12,35683436
Brazil;Paraíba;Imaculada;-7,36158383;-37,55263931;20,61773527
Brazil;Paraíba;Ingá;-7,27667994;-35,61536803;16,02505672
Brazil;Paraíba;Itabaiana;-7,3483886;-35,3548737;11,56280512
Brazil;Paraíba;Itaporanga;-7,28436255;-38,1893544;16,55630087
Brazil;Paraíba;Itapororoca;-6,80949109;-35,25851341;11,3151837
Brazil;Paraíba;Itatuba;-7,40630222;-35,64731061;13,76776534
Brazil;Paraíba;Jacaraú;-6,59541372;-35,26974388;15,53046206
Brazil;Paraíba;Jericó;-6,50915399;-37,8184796;10,11487187
Brazil;Paraíba;João Pessoa;-7,16637626;-34,86970408;13,04025371
Brazil;Paraíba;Juarez Távora;-7,16287212;-35,56398917;8,715856833
Brazil;Paraíba;Juazeirinho;-7,05722853;-36,55733133;18,69025285
Brazil;Paraíba;Junco do Seridó;-6,9908916;-36,77654015;15,08969987
Brazil;Paraíba;Juripiranga;-7,35495717;-35,21429048;8,363352253
Brazil;Paraíba;Juru;-7,50067859;-37,80278289;15,76232424
Brazil;Paraíba;Lagoa de dentro;-6,67894827;-35,36181386;7,927390443
Brazil;Paraíba;Lagoa Seca;-7,14565909;-35,86742021;9,294729053
Brazil;Paraíba;Lagoa;-6,58865023;-37,88699113;12,80848563
Brazil;Paraíba;Lastro;-6,55103912;-38,17803312;9,248321334
Brazil;Paraíba;Livramento;-7,33766052;-36,9252469;17,18075213
Brazil;Paraíba;Logradouro;-6,55340181;-35,42865561;8,701191603
Brazil;Paraíba;Lucena;-6,91817343;-34,91046983;8,728668
Brazil;Paraíba;Mãe d'Água;-7,23160713;-37,41531025;10,43591826
Brazil;Paraíba;Malta;-6,88252821;-37,52553867;13,13693898
Brazil;Paraíba;Mamanguape;-6,71698077;-35,15557458;24,00873679
Brazil;Paraíba;Manaíra;-7,72522159;-38,20557782;20,34459857
Brazil;Paraíba;Marcação;-6,7473059;-35,00606522;9,542521345
Brazil;Paraíba;Mari;-7,0386086;-35,3061584;10,43625689
Brazil;Paraíba;Marizópolis;-6,82123295;-38,33497164;7,750875866
Brazil;Paraíba;Massaranduba;-7,20165017;-35,75653844;12,09358205
Brazil;Paraíba;Mataraca;-6,55530538;-35,04116651;10,99548042
Brazil;Paraíba;Matinhas;-7,11848385;-35,77102433;7,643855317
Brazil;Paraíba;Mato Grosso;-6,54699237;-37,73607886;8,906826422
Brazil;Paraíba;Maturéia;-7,28437539;-37,35870366;8,573240213
Brazil;Paraíba;Mongeiro;-7,29126312;-35,4909621;12,98407192
Brazil;Paraíba;Montadas;-7,09126287;-35,94557013;5,489219779
Brazil;Paraíba;Monte Horebe;-7,20657473;-38,53680494;14,52807536
Brazil;Paraíba;Monteiro;-7,90774521;-37,09238598;29,95165445
Brazil;Paraíba;Mulungu;-7,00307969;-35,43014672;14,19745638
Brazil;Paraíba;Natuba;-7,56685145;-35,56632986;14,2606725
Brazil;Paraíba;Nazarezinho;-6,94571995;-38,32761223;11,17929915
Brazil;Paraíba;Nova Floresta;-6,47372194;-36,19664758;10,02358306
Brazil;Paraíba;Nova Olinda;-7,47698877;-38,015374;12,0341172
Brazil;Paraíba;Nova Palmeira;-6,67583267;-36,42707988;16,07480293
Brazil;Paraíba;Olho d'Água;-7,2840211;-37,75840555;21,18736723
Brazil;Paraíba;Olivedos;-6,97893404;-36,25161139;14,84068014
Brazil;Paraíba;Ouro Velho;-7,60956029;-37,13710406;11,60130686
Brazil;Paraíba;Parari;-7,32525011;-36,66958459;9,871705643
Brazil;Paraíba;Passabém;-7,11475618;-37,04309448;8,044799852
Brazil;Paraíba;Patos;-6,99798522;-37,30904141;23,7476844
Brazil;Paraíba;Paulista;-6,62659149;-37,60908543;20,04448931
Brazil;Paraíba;Pedra Branca;-7,46793073;-38,09701482;12,63792847
Brazil;Paraíba;Pedra Lavadra;-6,77507591;-36,38670699;18,84999419
Brazil;Paraíba;Pedras de Fogo;-7,33808049;-35,07380418;20,50155308
Brazil;Paraíba;Pedro Régis;-6,66900519;-35,29112929;6,726801356
Brazil;Paraíba;Piancó;-7,20103769;-37,94649904;20,50320695
Brazil;Paraíba;Picuí;-6,49329702;-36,33588746;23,84365693
Brazil;Paraíba;Pilões;-6,88343399;-35,60829419;5,827316613
Brazil;Paraíba;Pilõezinhos;-6,84780187;-35,54954463;6,015095108
Brazil;Paraíba;Pilar;-7,28009415;-35,26724838;9,28755274
Brazil;Paraíba;Pirpirituba;-6,79064675;-35,49590416;10,01570852
Brazil;Paraíba;Pitimbu;-7,43017089;-34,84196325;13,43661173
Brazil;Paraíba;Poço de José de Moura;-6,73344387;-37,82895956;23,369758
Brazil;Paraíba;Pocinhos;-7,0615872;-36,09297027;23,00814346
Brazil;Paraíba;Pombal;-6,80581628;-38,1166182;56,22419698
Brazil;Paraíba;Prata;-7,69707544;-37,08892328;11,59487256
Brazil;Paraíba;Princesa Isabel;-7,65374213;-38,00483518;16,13118887
Brazil;Paraíba;Puxinanã;-7,14883122;-35,96290897;7,582939375
Brazil;Paraíba;Queimadas;-7,40101319;-35,91542258;14,01172409
Brazil;Paraíba;Quixabá;-7,04477735;-37,11778229;12,79640995
Brazil;Paraíba;Remígio;-6,9265568;-35,84894357;12,64035551
Brazil;Paraíba;Riachão do Bacamarte;-6,5421474;-35,64650923;9,769436016
Brazil;Paraíba;Riachão do Poço;-7,68112108;-36,13853264;11,29221114
Brazil;Paraíba;Riacho de Santo Antônio;-7,15543551;-35,2904723;5,17781267
Brazil;Paraíba;Riacho;-7,23776939;-35,6690564;5,272861125
Brazil;Paraíba;Ricaho dos Cavalos;-6,47766812;-37,63742087;15,23849564
Brazil;Paraíba;Rio Tinto;-6,79603619;-35,03682916;22,6471727
Brazil;Paraíba;São Bentinho;-6,8720673;-37,70732572;13,51019204
Brazil;Paraíba;São Bento;-6,4592056;-37,47156701;12,74723173
Brazil;Paraíba;São Domingos de Pombal;-6,80351156;-37,95117476;9,677179214
Brazil;Paraíba;São Domingos do Cariri;-7,5936012;-36,40272304;11,97087222
Brazil;Paraíba;São Francisco;-6,63193758;-38,05440153;9,920062559
Brazil;Paraíba;São João do Cariri;-7,466603;-36,49267833;25,13806692
Brazil;Paraíba;São João do Rio do Peixe;-6,73351196;-38,4177261;22,10257453
Brazil;Paraíba;São João do Tigre;-8,08901448;-36,78761973;29,30014589
Brazil;Paraíba;São José da Lagoa Tapada;-6,94753514;-38,13256806;14,78352916
Brazil;Paraíba;São José de Caiana;-7,25951678;-38,32749357;13,19395669
Brazil;Paraíba;São José de Espinharas;-6,8131458;-37,37967081;21,17424641
Brazil;Paraíba;São José de Piranhas;-7,09859455;-38,49482247;23,59692899
Brazil;Paraíba;São José de Princesa;-7,7024782;-38,09595047;14,67414458
Brazil;Paraíba;São José do Belmonte;-6,23583913;-37,35857231;14,0567787
Brazil;Paraíba;São José do Bonfim;-7,1540359;-37,29900739;9,843842197
Brazil;Paraíba;São José do Sabugi;-6,81755506;-36,82120998;12,73463234
Brazil;Paraíba;São José dos Cordeiros;-7,42116934;-36,85245459;21,05751938
Brazil;Paraíba;São José dos Ramos;-7,24032833;-35,34797088;11,34220461
Brazil;Paraíba;São Mamede;-6,92728984;-37,08492597;20,0721331
Brazil;Paraíba;São Miguel Taipu;-7,2411197;-35,19961359;7,817359829
Brazil;Paraíba;São Sebastião de Lagoa de Roça;-7,08745254;-35,85164277;5,013422619
Brazil;Paraíba;São Sebastião do Umbuzeiro;-8,15854091;-37,01571618;21,71060679
Brazil;Paraíba;Salgadinho;-7,09792955;-36,83912114;13,41755397
Brazil;Paraíba;Salgado de São Félix;-7,41480504;-35,46789726;11,92623425
Brazil;Paraíba;Santa Cecília;-7,73042555;-35,92284365;14,35803719
Brazil;Paraíba;Santa Helena;-6,73074639;-38,58429095;13,62308501
Brazil;Paraíba;Santa Inês;-7,66635082;-38,57854573;17,07339338
Brazil;Paraíba;Santa Luzia;-6,91828314;-36,90634961;18,08725149
Brazil;Paraíba;Santa Rita;-7,06563202;-35,00188907;24,48543775
Brazil;Paraíba;Santa Teresinha;-7,09101621;-37,44527343;16,09136192
Brazil;Paraíba;Santana de Mangueira;-7,62821717;-38,33145886;16,80677563
Brazil;Paraíba;Santana dos Garrotes;-7,38691483;-37,96237143;13,30516545
Brazil;Paraíba;Santarém;-6,47660599;-38,48285652;7,750060657
Brazil;Paraíba;Santo André;-7,23401169;-36,61173002;12,76982423
Brazil;Paraíba;Sapé;-7,05508632;-35,19747307;14,59478107
Brazil;Paraíba;Seridó;-6,90765404;-36,44696352;15,08142707
Brazil;Paraíba;Serra Branca;-7,54281159;-36,70693735;21,6150592
Brazil;Paraíba;Serra da Raiz;-6,70548113;-35,45211563;5,913816844
Brazil;Paraíba;Serra Grande;-7,21832771;-38,37693387;10,81092465
Brazil;Paraíba;Serra Redonda;-7,17143873;-35,66317297;6,540298694
Brazil;Paraíba;Serraria;-6,84776675;-35,64697117;10,26234545
Brazil;Paraíba;Sertãozinho;-6,74210091;-35,42210465;5,85090503
Brazil;Paraíba;Sobrado;-7,18074149;-35,25631986;8,535497411
Brazil;Paraíba;Solânea;-6,73855211;-35,72498564;15,54987351
Brazil;Paraíba;Soledade;-7,10218849;-36,37023661;19,64782679
Brazil;Paraíba;Sossêgo;-6,72661172;-36,21008104;14,41766432
Brazil;Paraíba;Sousa;-6,74716325;-38,21637421;21,08639188
Brazil;Paraíba;Sumé;-7,6776127;-36,90011547;24,36220931
Brazil;Paraíba;Tacima;-6,53813405;-35,51798327;16,07722782
Brazil;Paraíba;Taperoá;-7,21800109;-36,8307869;22,69135603
Brazil;Paraíba;Tavares;-7,60086437;-37,8908849;18,02877863
Brazil;Paraíba;Teixeira;-7,25390266;-37,24502859;10,85782882
Brazil;Paraíba;Tenório;-6,96110542;-36,62419522;11,43864026
Brazil;Paraíba;Triunfo;-6,60689333;-38,57252741;14,21470934
Brazil;Paraíba;Uiraúna;-6,50870505;-38,39220206;14,89586282
Brazil;Paraíba;Umbuzeiro;-7,67931759;-35,73750363;14,76663621
Brazil;Paraíba;Várzea Branca;-9,30832191;-42,92067529;20,67448109
Brazil;Paraíba;Vieirópolis;-6,5599235;-38,26752559;11,24978482
Brazil;Paraíba;Zabelê;-8,07679048;-37,09621757;8,501796191
Brazil;Paraná;Ângulo;-23,19143699;-51,9179703;8,654657609
Brazil;Paraná;Abatiá;-23,30723513;-50,30927323;18,07065164
Brazil;Paraná;Adrianópolis;-24,78342485;-48,82106039;33,59846059
Brazil;Paraná;Agudos do Sul;-26,02785967;-49,31129096;13,1483876
Brazil;Paraná;Almirante Tamandaré;-25,29636737;-49,3235444;14,18921587
Brazil;Paraná;Altônia;-23,9025565;-53,94906741;24,74054312
Brazil;Paraná;Altamira do Paran;-24,8136944;-52,69152156;19,12903375
Brazil;Paraná;Alto Paraná;-23,07639975;-52,32339545;20,14854646
Brazil;Paraná;Alto Piquiri;-24,09845077;-53,40194407;18,81868272
Brazil;Paraná;Alvorada do Sul;-22,81059203;-51,2549308;17,82210498
Brazil;Paraná;Amapora;-23,12865082;-52,83463095;18,08270225
Brazil;Paraná;Ampére;-25,91651367;-53,4832587;17,0480927
Brazil;Paraná;Anahy;-24,64388693;-53,1438565;8,88715656
Brazil;Paraná;Andirá;-22,96782056;-50,27153514;8,043932989
Brazil;Paraná;Andira;-23,04154186;-50,27103875;11,06468844
Brazil;Paraná;Antonina;-25,29870859;-48,72424217;23,46525723
Brazil;Paraná;Antonio Olinto;-25,95991173;-50,1285834;19,63437246
Brazil;Paraná;Apucarana;-23,57228264;-51,44611686;24,68209976
Brazil;Paraná;Araújos;-25,5814266;-49,52064315;9,612057943
Brazil;Paraná;Arapongas;-23,44108654;-51,42795873;17,08549796
Brazil;Paraná;Arapoti;-24,09273994;-49,97593415;30,5550064
Brazil;Paraná;Arapu;-24,34379603;-51,81593631;12,86096009
Brazil;Paraná;Araruna;-23,95494893;-52,57644974;23,3330169
Brazil;Paraná;Araucária;-25,61771104;-49,41512549;19,56968455
Brazil;Paraná;Ariranha do Ivaí;-24,37728694;-51,540829;14,0272925
Brazil;Paraná;Assaí;-23,40537866;-50,87566925;18,08182285
Brazil;Paraná;Assis Chateaubri;-24,42432837;-53,58540139;29,50325144
Brazil;Paraná;Astorga;-23,2499759;-51,69971264;18,4619336
Brazil;Paraná;Ataléia;-23,12859255;-52,06470242;10,05325455
Brazil;Paraná;Balsa Nova;-25,73505523;-49,84494904;39,59099164
Brazil;Paraná;Bandeirantes;-23,16076623;-50,34685609;17,7133909
Brazil;Paraná;Barbosa Ferraz;-24,08232849;-52,04633963;21,65948326
Brazil;Paraná;Barra do Jacaré;-23,10569598;-50,1589821;10,48438683
Brazil;Paraná;Barracão;-26,24635818;-53,52482384;13,04296195
Brazil;Paraná;Bela Vista da Caroba;-25,88101701;-53,63436626;9,204432251
Brazil;Paraná;Bela Vista do Paraíso;-23,00526372;-51,23567774;14,20114949
Brazil;Paraná;Bituruna;-26,17054169;-51,52518135;33,51077109
Brazil;Paraná;Boa Esperança do Iguaçu;-25,63991965;-53,22575206;9,269603033
Brazil;Paraná;Boa Esperança;-24,25764551;-52,75090393;18,59061122
Brazil;Paraná;Boa Ventura de São Roque;-24,8572832;-51,56886993;25,31497765
Brazil;Paraná;Boa Vista da Aparecida;-25,43488912;-53,42222646;13,18192525
Brazil;Paraná;Bocaiúva do Sul;-25,11603602;-48,93624435;43,35372476
Brazil;Paraná;Bom Jesus do Sul;-26,16212483;-53,55160943;11,52866993
Brazil;Paraná;Bom Sucesso do Sul;-26,08622343;-52,83882758;13,54283206
Brazil;Paraná;Bom Sucesso;-23,71320615;-51,82426305;14,33201441
Brazil;Paraná;Borrazópolis;-23,9390786;-51,59196498;15,07713769
Brazil;Paraná;Braganey;-24,80161524;-53,09050685;19,1934284
Brazil;Paraná;Brasilândia do Sul;-24,16586875;-53,54150971;13,55419934
Brazil;Paraná;Cândido de Abreu;-24,6453756;-51,25340783;44,78315292
Brazil;Paraná;Céu Azul;-25,24617478;-53,76180894;40,28094924
Brazil;Paraná;Cêrro Azul;-24,87529773;-49,27955753;30,29099799
Brazil;Paraná;Cafeara;-22,81331784;-51,71133853;12,56172911
Brazil;Paraná;Cafelândia;-24,69231756;-53,36386729;15,13631458
Brazil;Paraná;Cafezal do Sul;-23,9391295;-53,56138011;16,9072964
Brazil;Paraná;Califórnia;-23,6688712;-51,33392606;10,71841612
Brazil;Paraná;Cambé;-23,17970869;-51,28430387;24,36448376
Brazil;Paraná;Cambará;-22,99707656;-50,08260245;15,00328086
Brazil;Paraná;Cambira;-23,62973511;-51,56769929;16,96576293
Brazil;Paraná;Campina da Lagoa;-24,61489866;-52,78726323;21,6449955
Brazil;Paraná;Campina do Simão;-25,13075004;-51,78171074;18,5363416
Brazil;Paraná;Campina Grande do Sul;-25,18648032;-48,84424278;34,78853312
Brazil;Paraná;Campo Bonito;-24,93150828;-53,01394091;25,96150853
Brazil;Paraná;Campo do Tenente;-25,97770038;-49,65640437;15,66978534
Brazil;Paraná;Campo Magro;-25,28966099;-49,46270425;16,19250512
Brazil;Paraná;Campo Mourão;-24,10316601;-52,37950724;22,43433868
Brazil;Paraná;Campo;-25,29096667;-49,61853341;34,8298538
Brazil;Paraná;Candói;-25,52434594;-52,02082997;42,40815201
Brazil;Paraná;Cantagalo;-25,28721612;-52,13157308;21,60013523
Brazil;Paraná;Capanema;-25,61061229;-53,76069421;21,96468638
Brazil;Paraná;Capitão Leônidas Marques;-25,47027874;-53,59291551;14,11148524
Brazil;Paraná;Carambeí;-24,89362689;-50,15160033;23,46820007
Brazil;Paraná;Carlópolis;-23,45978037;-49,71219308;16,08891465
Brazil;Paraná;Cascavel;-25,0291921;-53,37984983;43,39903949
Brazil;Paraná;Castro;-24,79955503;-49,84171753;43,47812402
Brazil;Paraná;Catanduvas;-25,2417807;-53,15597806;21,48480723
Brazil;Paraná;Centenário do Sul;-22,80528955;-51,56067426;17,88426102
Brazil;Paraná;Chopinzinho;-25,81179863;-52,45100436;28,33648123
Brazil;Paraná;Cianorte;-23,72737627;-52,62691621;27,21831563
Brazil;Paraná;Cidade Gaúcha;-23,3828184;-52,9584984;19,76078678
Brazil;Paraná;Clevelândia;-26,34463512;-52,35793675;26,76046
Brazil;Paraná;Colombo;-25,30628934;-49,1880506;10,31014837
Brazil;Paraná;Colorado;-22,83661976;-51,97183968;18,75347959
Brazil;Paraná;Congonhinhas;-23,60546629;-50,50379551;17,93514916
Brazil;Paraná;Conselheiro Mayrinck;-23,5973018;-50,12964331;12,16071044
Brazil;Paraná;Contenda;-25,71917922;-49,52593361;15,82373192
Brazil;Paraná;Corbélia;-24,74272053;-53,23699425;25,47172263
Brazil;Paraná;Cornélio Procópio;-23,22588913;-50,62288962;23,49628163
Brazil;Paraná;Coronel domingos Soares;-26,18170378;-51,92159552;32,14852539
Brazil;Paraná;Coronel Vivida;-25,99240541;-52,56402226;26,81770387
Brazil;Paraná;Corumbataí do Sul;-24,12400421;-52,14207338;10,93121714
Brazil;Paraná;Cruz Machado;-25,92206454;-51,23157291;39,79797873
Brazil;Paraná;Cruzeiro do Iguaçu;-25,59551386;-53,12945707;10,6877357
Brazil;Paraná;Cruzeiro do Oeste;-23,75884692;-53,08361371;29,88549514
Brazil;Paraná;Cruzeiro do Sul;-22,98815292;-52,16217966;14,2630444
Brazil;Paraná;Cruzmaltina;-24,01968243;-51,47507773;15,03714104
Brazil;Paraná;Curiúva;-24,01302316;-50,46540906;24,14441934
Brazil;Paraná;Curitiba;-25,47806342;-49,28813117;19,70777471
Brazil;Paraná;Diamante d'Oeste;-24,95439468;-54,10003253;19,19074568
Brazil;Paraná;Diamante do Norte;-22,63510017;-52,8925415;12,97507223
Brazil;Paraná;Diamante do Sul;-24,99535698;-52,70329431;16,5971727
Brazil;Paraná;Dois Vizinhos;-25,75001129;-53,07528487;19,32962924
Brazil;Paraná;Douradina;-23,34770928;-53,28992613;17,42908083
Brazil;Paraná;Doutor Camargo;-23,56112412;-52,21484189;12,56834548
Brazil;Paraná;Doutor Ulysses;-24,62540288;-49,39194076;29,08205553
Brazil;Paraná;Enéas Marques;-25,90637227;-53,15347532;14,72443651
Brazil;Paraná;Engenheiro Beltrão;-23,75952393;-52,26953306;18,56268594
Brazil;Paraná;Entre Rios do Oeste;-24,71157183;-54,22712242;14,07800557
Brazil;Paraná;Esperança Nova;-23,71427653;-53,79846975;10,02893862
Brazil;Paraná;Espigão Alto do Iguaçu;-25,35255851;-52,78701203;16,82470737
Brazil;Paraná;Fênix;-23,90159233;-52,02975163;12,6141507
Brazil;Paraná;Farol;-24,12355068;-52,62862645;17,50645202
Brazil;Paraná;Faxinal;-24,00328313;-51,28456251;23,06455347
Brazil;Paraná;Fazenda Rio Grande;-25,67628635;-49,29723846;10,08105792
Brazil;Paraná;Fernandes Pinheiro;-25,51663002;-50,51010431;23,70380679
Brazil;Paraná;Figueira;-23,87647894;-50,43026083;13,62629584
Brazil;Paraná;Flórida;-23,1058598;-51,95618677;7,627360843
Brazil;Paraná;Flor da Serra do Sul;-26,23746744;-53,29256641;19,46051547
Brazil;Paraná;Floraí;-23,3327017;-52,34807779;14,07744773
Brazil;Paraná;Florestópolis;-22,89320423;-51,40259655;13,48583865
Brazil;Paraná;Floresta;-23,60708054;-52,08964063;10,75137987
Brazil;Paraná;Formosa do Oeste;-24,29294358;-53,33176199;16,8631265
Brazil;Paraná;Foz do Iguaçu;-25,47087876;-54,4823423;28,73574175
Brazil;Paraná;Foz do Jordão;-25,69940251;-52,09109722;15,16332111
Brazil;Paraná;Francisco Alves;-24,09466991;-53,87232138;12,96855857
Brazil;Paraná;Francisco Beltrão;-26,04767561;-53,13283727;25,42455265
Brazil;Paraná;General Carneiro;-26,47261817;-51,39249993;28,58658295
Brazil;Paraná;Godoy Moreira;-24,1605909;-51,90795532;11,7126644
Brazil;Paraná;Goioerê;-24,17290017;-53,05215935;22,10629291
Brazil;Paraná;Goioxim;-25,13008716;-51,9944326;26,25172925
Brazil;Paraná;Grandes Rios;-24,18943111;-51,44787495;15,19206005
Brazil;Paraná;Guaíra;-24,19141409;-54,22759562;22,72276574
Brazil;Paraná;Guairaçá;-22,9229307;-52,7399242;19,22322985
Brazil;Paraná;Guamiranga;-25,17361818;-50,84104034;14,868095
Brazil;Paraná;Guapirama;-23,46830028;-50,07635596;12,46712551
Brazil;Paraná;Guaporema;-23,32495483;-52,82633813;13,30353225
Brazil;Paraná;Guaraci;-22,9566989;-51,67866555;13,06031299
Brazil;Paraná;Guaraniaçu;-25,05449445;-52,8650017;35,42434123
Brazil;Paraná;Guarapuava;-25,3776439;-51,49425333;53,32222062
Brazil;Paraná;Guaraqueçaba;-25,21774953;-48,37128503;37,17823387
Brazil;Paraná;Guaratuba;-25,81617827;-48,77356038;27,18710943
Brazil;Paraná;Honório Serpa;-26,16283739;-52,37252924;20,9341258
Brazil;Paraná;Ibaiti;-23,77820266;-50,28738497;25,30241362
Brazil;Paraná;Ibema;-25,15216698;-53,02407716;9,055414161
Brazil;Paraná;Ibiporã;-23,23646294;-51,03811653;17,13323022
Brazil;Paraná;Icaraíma;-23,37358819;-53,58584118;18,03062009
Brazil;Paraná;Iguaraçu;-23,22688816;-51,84684315;11,76546211
Brazil;Paraná;Iguatu;-24,68793147;-53,08659877;9,604780679
Brazil;Paraná;Imbaú;-24,43850708;-50,74214861;14,82412441
Brazil;Paraná;Imbituva;-25,22590544;-50,65551141;20,99319445
Brazil;Paraná;Inácio Martins;-25,63417816;-51,19754888;24,45008221
Brazil;Paraná;Inajá;-22,71890921;-52,22537949;12,1455537
Brazil;Paraná;Indianópolis;-23,48649207;-52,67300228;10,79381218
Brazil;Paraná;Ipiranga;-24,98833835;-50,58543238;30,42202919
Brazil;Paraná;Iporá;-24,03344964;-53,68287471;16,63515617
Brazil;Paraná;Iporã;-24,06861564;-53,79277932;20,12125841
Brazil;Paraná;Iracema do Oeste;-24,4382682;-53,35171316;8,188961713
Brazil;Paraná;Irati;-25,48852127;-50,82553926;32,26596918
Brazil;Paraná;Iretama;-24,35231657;-52,1107611;21,64498457
Brazil;Paraná;Itaúna do Sul;-22,72894197;-52,89859228;9,065012839
Brazil;Paraná;Itaguajé;-22,6570888;-51,96852625;15,38867534
Brazil;Paraná;Itaipulândia;-25,15489873;-54,35778275;17,95695866
Brazil;Paraná;Itambé;-23,70661003;-52,00801047;12,69534008
Brazil;Paraná;Itambaraca;-22,98272047;-50,41394455;13,18560183
Brazil;Paraná;Itapejara d'Oeste;-25,98636407;-52,82407656;15,92155715
Brazil;Paraná;Itaperuçu;-25,12657415;-49,48966025;20,22541621
Brazil;Paraná;Ivaí;-24,9871659;-50,85993812;21,21583879
Brazil;Paraná;Ivaiporã;-24,28226001;-51,62823669;17,2177839
Brazil;Paraná;Ivaté;-23,37740675;-53,0381628;97,99458508
Brazil;Paraná;Ivatuva;-23,43671282;-53,40069301;14,26643116
Brazil;Paraná;Jabuti;-23,71812577;-50,07946194;10,08517519
Brazil;Paraná;Jacarezinho;-23,15066674;-49,94728206;22,83145944
Brazil;Paraná;Jaguapitã;-23,06524444;-51,55652733;20,38117899
Brazil;Paraná;Jaguariaíva;-24,33127909;-49,69724031;36,69264483
Brazil;Paraná;Jandaia do Sul;-23,62804702;-51,68460751;11,69875278
Brazil;Paraná;Janiópolis;-24,12833422;-52,81115365;21,71731775
Brazil;Paraná;Japira;-23,73385615;-50,16281148;19,38387405
Brazil;Paraná;Japurá;-23,43867565;-52,54136591;8,636766014
Brazil;Paraná;Jardim Alegre;-24,20812126;-51,77283445;25,07899094
Brazil;Paraná;Jardim Olinda;-22,57382975;-52,07955044;9,020794261
Brazil;Paraná;Jataizinho;-23,25137265;-50,9240637;11,97886628
Brazil;Paraná;Jesuítas;-24,41382708;-53,41058281;15,62552184
Brazil;Paraná;Joaquim Távora;-23,45654189;-49,91022145;16,88711624
Brazil;Paraná;Jundiaí do Sul;-23,4733773;-50,23194721;14,449787
Brazil;Paraná;Juranda;-24,39881963;-52,83599388;17,59262636
Brazil;Paraná;Jussara;-23,6369617;-52,44780004;17,08153702
Brazil;Paraná;Kaloré;-23,85717768;-51,68961383;13,02159007
Brazil;Paraná;Laranjal;-24,90212533;-52,49002482;18,44720893
Brazil;Paraná;Laranjeiras do Sul;-25,34565193;-52,38176824;25,71752393
Brazil;Paraná;Leópolis;-23,02671248;-50,71156923;16,84898513
Brazil;Paraná;Lidianópolis;-24,09191125;-51,63946822;10,95932366
Brazil;Paraná;Lindoeste;-25,2613248;-53,55792403;15,99189445
Brazil;Paraná;Loanda;-22,9491255;-53,07115794;21,91591155
Brazil;Paraná;Lobato;-22,98179765;-51,98709369;14,5303035
Brazil;Paraná;Londrina;-23,51455306;-51,11042722;39,38414677
Brazil;Paraná;Luiziânia;-24,34891386;-52,33101173;28,76565829
Brazil;Paraná;Lunardelli;-24,08050229;-51,77130901;14,36749002
Brazil;Paraná;Lupionópolis;-22,72823361;-51,66465082;12,06904897
Brazil;Paraná;Mallet;-25,88692525;-50,85619527;20,67695425
Brazil;Paraná;Mamborê;-24,35975276;-52,58686707;21,7658156
Brazil;Paraná;Mandaguaçu;-23,27859233;-52,05568178;17,81713564
Brazil;Paraná;Mandaguari;-23,4824025;-51,70689492;22,08161367
Brazil;Paraná;Mandirituba;-25,84241849;-49,32223173;19,07165503
Brazil;Paraná;Manfrinópolis;-26,09465835;-53,34517115;15,32357724
Brazil;Paraná;Mangueirinha;-26,03667623;-52,20739375;32,27809555
Brazil;Paraná;Manoel Ribas;-24,48934933;-51,64051595;22,17700527
Brazil;Paraná;Marechal Cândido Rondon;-24,57220308;-54,13872628;22,4844053
Brazil;Paraná;Maria Helena;-23,58236152;-53,22152278;18,13834681
Brazil;Paraná;Mariópolis;-26,3361112;-52,58062743;12,13985762
Brazil;Paraná;Marialva;-23,53031269;-51,86776774;24,16932827
Brazil;Paraná;Marilândia do Sul;-23,77324887;-51,28370819;21,99882165
Brazil;Paraná;Marilena;-22,73294533;-53,06445153;13,93901673
Brazil;Paraná;Mariluz;-24,05396333;-53,21064069;19,56568945
Brazil;Paraná;Maringá;-23,40101949;-51,96764217;18,89098395
Brazil;Paraná;Maripá;-24,44483009;-53,79166119;16,54031643
Brazil;Paraná;Marmeleiro;-26,24638064;-53,09315902;19,19272729
Brazil;Paraná;Marquinho;-25,10070654;-52,25305114;18,30260113
Brazil;Paraná;Marumbi;-23,75418623;-51,65932627;15,25839833
Brazil;Paraná;Matelândia;-25,35095053;-53,90591911;31,96704041
Brazil;Paraná;Matinhos;-25,7621245;-48,55562673;10,17010021
Brazil;Paraná;Mato Rico;-24,70173497;-52,2122885;18,67193586
Brazil;Paraná;Mauá da Serra;-23,91065733;-51,18021448;12,17117165
Brazil;Paraná;Medianeira;-25,26329677;-54,09181304;14,9047587
Brazil;Paraná;Mercedes;-24,43398826;-54,18575599;11,04321725
Brazil;Paraná;Mirador;-23,20267314;-52,74623434;13,95787539
Brazil;Paraná;Miraselva;-22,97341694;-51,48520392;10,39790593
